step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,GS_cluster_357187_359543_stopped,GS_cluster_357187_359543_accumulated_waiting_time,GS_cluster_357187_359543_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
25200.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
25205.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
25210.0,0,0.0,0.0,5.187127028056421,0,0.0,0.5398764212174333,0,0.0
25215.0,0,0.0,0.0,6.6010296246860145,0,0.0,0.2481979475416835,0,0.0
25220.0,0,0.0,0.0,5.509583988581842,0,0.0,0.21450588378731625,0,0.0
25225.0,0,0.0,0.0,9.23478022659385,0,0.0,0.5020432036336324,0,0.0
25230.0,0,0.0,0.0,11.390778423347273,0,0.0,0.8869002035516772,0,0.0
25235.0,0,0.0,0.0,10.314581654423575,0,0.0,0.6523651086115017,0,0.0
25240.0,0,0.0,0.0,10.467761001123803,0,0.0,0.9123620813484254,0,0.0
25245.0,0,0.0,0.0,11.020726550580548,0,0.0,0.7410239559359687,0,0.0
25250.0,0,0.0,0.0,10.11675654399839,0,0.0,0.6684859301551362,0,0.0
25255.0,0,0.0,0.0,8.852032937691295,0,0.0,0.4796210544693612,0,0.0
25260.0,2,3.0,0.2727272727272727,8.012368039718684,2,3.0,0.3173373031500509,2,3.0
25265.0,1,0.0,0.0,5.2797251056318055,1,3.0,0.26120465682660415,1,3.0
25270.0,1,3.0,0.25,10.094803184486551,1,3.0,0.29605833151061517,1,3.0
25275.0,0,0.0,0.0,8.67541560355225,0,0.0,0.3992923407574618,0,0.0
25280.0,1,4.0,0.3333333333333333,6.226176894634871,1,4.0,0.34270866348583834,1,4.0
25285.0,3,0.0,0.0,6.139613125259175,2,3.0,0.42586347692295473,2,3.0
25290.0,1,0.0,0.0,10.712458349406102,1,1.0,0.6645942768697789,1,1.0
25295.0,1,0.0,0.0,10.369914124298253,1,1.0,0.574056592380437,1,1.0
25300.0,3,6.0,0.3157894736842105,8.001334820963683,3,7.0,0.5327969378925884,3,7.0
25305.0,6,25.0,1.1363636363636365,7.400181247811961,6,26.0,0.4906718849029384,6,26.0
25310.0,1,0.0,0.0,7.759603362901351,1,15.0,0.43708213586047284,1,15.0
25315.0,3,8.0,0.3076923076923077,9.631168817139669,3,8.0,0.5601137905105703,3,8.0
25320.0,1,2.0,0.08695652173913043,9.880216699223661,1,3.0,0.6040505391758828,1,3.0
25325.0,4,16.0,0.7272727272727273,9.437370656327891,3,16.0,0.5331793574731305,3,16.0
