step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,GS_cluster_357187_359543_stopped,GS_cluster_357187_359543_accumulated_waiting_time,GS_cluster_357187_359543_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
25200.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
25205.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
25210.0,0,0.0,0.0,5.187127028056421,0,0.0,0.5398764212174333,0,0.0
25215.0,0,0.0,0.0,10.770521549423089,0,0.0,0.3828105012430094,0,0.0
25220.0,0,0.0,0.0,9.472384870578871,0,0.0,0.14131677794912362,0,0.0
25225.0,0,0.0,0.0,9.299290837806309,0,0.0,0.4710868760011916,0,0.0
25230.0,0,0.0,0.0,12.75732324700585,0,0.0,0.8869002035516772,0,0.0
25235.0,0,0.0,0.0,11.173620085153702,0,0.0,0.6523651086115017,0,0.0
25240.0,0,0.0,0.0,10.467761001123803,0,0.0,0.9123620813484254,0,0.0
25245.0,0,0.0,0.0,11.026603163983054,0,0.0,0.7410239559359687,0,0.0
25250.0,0,0.0,0.0,11.139822356548908,0,0.0,0.6625189533396308,0,0.0
25255.0,1,2.0,0.2,8.524878468244252,1,2.0,0.4286502262291824,1,2.0
25260.0,0,0.0,0.0,9.021390585832151,0,0.0,0.42034948980110515,0,0.0
25265.0,1,0.0,0.0,10.02647704996278,1,0.0,0.3610662851083049,1,0.0
25270.0,2,3.0,0.3,7.947421773096781,2,3.0,0.27233520464063604,2,3.0
25275.0,2,10.0,1.1111111111111112,4.8487743835478305,2,11.0,0.28993791938491,2,11.0
25280.0,5,28.0,2.1538461538461537,4.5158260457962305,5,29.0,0.28601953860125323,5,29.0
25285.0,7,38.0,2.111111111111111,4.592886564084576,6,39.0,0.31618530967773817,6,39.0
25290.0,8,71.0,3.380952380952381,6.174040470682415,8,72.0,0.36491560674002665,8,72.0
25295.0,7,15.0,0.6,6.066214205990043,7,66.0,0.3785667762040733,7,66.0
25300.0,1,0.0,0.0,9.344509556981945,1,5.0,0.545045081047843,1,5.0
25305.0,4,3.0,0.10714285714285714,8.542963077626764,4,8.0,0.5089850960794176,4,8.0
25310.0,6,27.0,1.0384615384615385,7.333248521423463,6,32.0,0.42185568993557854,6,32.0
25315.0,3,9.0,0.3333333333333333,8.329978125520283,3,37.0,0.4546442383645358,3,37.0
25320.0,1,2.0,0.08,9.822589941226205,1,4.0,0.5721713282038174,1,4.0
25325.0,4,2.0,0.08333333333333333,8.287775251451565,3,4.0,0.4561364916217156,3,4.0
