step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,GS_cluster_357187_359543_stopped,GS_cluster_357187_359543_accumulated_waiting_time,GS_cluster_357187_359543_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
25200.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
25205.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
25210.0,0,0.0,0.0,5.444658578583039,0,0.0,0.5207633143900825,0,0.0
25215.0,0,0.0,0.0,6.734498233752973,0,0.0,0.19723350702863146,0,0.0
25220.0,0,0.0,0.0,5.873423282381439,0,0.0,0.1858728002779765,0,0.0
25225.0,1,0.0,0.0,10.499204805912916,1,0.0,0.5383946273871325,1,0.0
25230.0,0,0.0,0.0,9.798271820104857,0,0.0,0.8544394178339051,0,0.0
25235.0,0,0.0,0.0,9.226460914555838,0,0.0,0.6302183304340818,0,0.0
25240.0,1,3.0,0.5,9.22337428855968,1,3.0,0.7473381750130559,1,3.0
25245.0,0,0.0,0.0,9.554803025836435,0,0.0,0.7200016222016773,0,0.0
25250.0,0,0.0,0.0,9.80759405874372,0,0.0,0.7015648427097418,0,0.0
25255.0,0,0.0,0.0,8.934332073094893,0,0.0,0.4759212973639608,0,0.0
25260.0,1,2.0,0.16666666666666666,8.974358944323361,1,2.0,0.37444199567660275,1,2.0
25265.0,0,0.0,0.0,5.803420281261383,0,2.0,0.349898590595213,0,2.0
25270.0,1,3.0,0.23076923076923078,8.321823910888353,1,3.0,0.2735801395247663,1,3.0
25275.0,1,8.0,0.6153846153846154,8.872964232344081,1,8.0,0.32303290742544877,1,8.0
25280.0,6,23.0,1.7692307692307692,4.394882342223652,6,23.0,0.27403356189126576,6,23.0
25285.0,4,19.0,1.0555555555555556,5.7843883491669175,3,27.0,0.4048098846782842,3,27.0
25290.0,2,23.0,1.15,10.02881502925561,2,24.0,0.5940030658016953,2,24.0
25295.0,3,2.0,0.09523809523809523,9.638912876306765,3,2.0,0.5271302532932974,3,2.0
25300.0,4,14.0,0.7,8.42561135468749,4,14.0,0.5342609173699219,4,14.0
25305.0,3,2.0,0.08695652173913043,7.5839243264744685,3,6.0,0.5208883341646996,3,6.0
25310.0,4,13.0,0.5,9.697771320214313,4,13.0,0.569867335956926,4,13.0
25315.0,1,0.0,0.0,8.804649353104374,1,5.0,0.5250164761754078,1,5.0
25320.0,3,7.0,0.2916666666666667,10.456922536174064,3,7.0,0.5574554809068817,3,7.0
25325.0,6,24.0,1.1428571428571428,8.300370433069117,5,24.0,0.42126737652224544,5,24.0
