step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,GS_cluster_357187_359543_stopped,GS_cluster_357187_359543_accumulated_waiting_time,GS_cluster_357187_359543_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
25200.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
25205.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0
25210.0,0,0.0,0.0,5.187127028056421,0,0.0,0.5398764212174333,0,0.0
25215.0,0,0.0,0.0,7.76456798125317,0,0.0,0.3828105012430094,0,0.0
25220.0,0,0.0,0.0,7.9618489289805705,0,0.0,0.14131677794912362,0,0.0
25225.0,0,0.0,0.0,8.253356009901996,0,0.0,0.4710868760011916,0,0.0
25230.0,0,0.0,0.0,10.079765937194802,0,0.0,0.8869002035516772,0,0.0
25235.0,0,0.0,0.0,11.069001509950185,0,0.0,0.6523651086115017,0,0.0
25240.0,0,0.0,0.0,10.467761001123803,0,0.0,0.9123620813484254,0,0.0
25245.0,0,0.0,0.0,11.636788570141404,0,0.0,0.7410239559359687,0,0.0
25250.0,0,0.0,0.0,10.45776743821515,0,0.0,0.6545753437159038,0,0.0
25255.0,2,6.0,0.6,7.000073097538579,2,6.0,0.35949964638141163,2,6.0
25260.0,3,13.0,1.1818181818181819,5.000743428820705,3,15.0,0.28747672880053077,3,15.0
25265.0,5,32.0,2.4615384615384617,5.3990650626031575,5,32.0,0.13802124649773417,5,32.0
25270.0,8,63.0,4.846153846153846,2.25946167963652,8,63.0,0.12044172448181643,8,63.0
25275.0,10,105.0,6.5625,2.4947675984891236,10,105.0,0.14841659839224758,10,105.0
25280.0,13,157.0,7.85,2.5410709560748517,13,157.0,0.1670408067877565,13,157.0
25285.0,15,220.0,8.8,2.874682790153351,14,220.0,0.1993051717060013,14,220.0
25290.0,17,294.0,10.5,3.5412401190647738,17,294.0,0.22935434259315246,17,294.0
25295.0,19,375.0,11.71875,3.593083210076677,19,376.0,0.24508072851478246,19,376.0
25300.0,22,473.0,13.13888888888889,3.7781493576949825,22,474.0,0.24254509745948855,22,474.0
25305.0,24,584.0,15.368421052631579,3.709632001423956,24,585.0,0.25037175184448995,24,585.0
25310.0,18,393.0,9.357142857142858,4.450841046640034,18,577.0,0.2215398544008887,18,577.0
25315.0,14,139.0,3.2325581395348837,5.569124680889029,14,389.0,0.26442966822053204,14,389.0
25320.0,7,30.0,0.75,5.780895852861026,7,415.0,0.29928809052385075,7,415.0
25325.0,9,31.0,0.8378378378378378,5.717120363835377,8,451.0,0.25583144960915055,8,451.0
